"Reporting Period",Label,"Release Name","Release Version","Release Artists","UPC Code",Catalogue,"Track Title","Mix Version","ISRC Code","Track Artists","Digital Service Provider","Activity Period",Territory,Delivery,"Content Type","Sale or Void",Count,"Royalty ($US)"
AUG-24,"DirtySnatcha Records",Bloodthirsty,,Howker,198342475331,DSR0004A,Bloodthirsty,,GBWUL1958037,Howker,Spotify,"August 2024",GBR,Streaming,Single,Sale,1,0.004247000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"Apple Music","August 2024",HUN,Streaming,Single,Sale,1,0.004249000000
AUG-24,"DirtySnatcha Records","Run It Up",,"CHRMNDRS, Future Exit",198342476673,DSR0010A,"Run It Up",,GBWUL2081365,"CHRMNDRS, Future Exit","Apple Music","August 2024",POL,Streaming,Single,Sale,1,0.004250000000
AUG-24,"DirtySnatcha Records","Apple Sowce",,Autokorekt,198342768341,DSR134,"Apple Sowce",,QZTRX2474922,Autokorekt,Spotify,"August 2024",MEX,Streaming,Single,Sale,1,0.004260000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",DEU,Streaming,Single,Sale,1,0.004268000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",ZAF,Streaming,Single,Sale,5,0.004270000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",ZAF,Streaming,Single,Sale,5,0.004270000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Snap,"July 2024",USA,Streaming,"User Generated Content",Sale,1,0.004276000000
AUG-24,"DirtySnatcha Records",Bloodthirsty,,Howker,198342475331,DSR0004A,Bloodthirsty,,GBWUL1958037,Howker,Spotify,"August 2024",AUS,Streaming,Single,Sale,1,0.004276000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",AUS,Streaming,Single,Sale,1,0.004276000000
AUG-24,"DirtySnatcha Records","BIG UPS",,"RAZR, VASTIVE",198342478684,DSR0024A,"BIG UPS",,USLZJ2023938,"RAZR, VASTIVE","YouTube Streaming","August 2024",USA,Streaming,"Art Track",Sale,1,0.004296000000
AUG-24,"DirtySnatcha Records","Need U","Dobadlyy Remix","DirtySnatcha, Autokorekt",198342491317,DSR0033A,"Need U","Dobadlyy Remix",QZ5FN2114150,"DirtySnatcha, Autokorekt, Dobadlyy","YouTube Streaming","August 2024",USA,Streaming,"Art Track",Sale,1,0.004296000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy","Apple Music","August 2024",HND,Streaming,Single,Sale,1,0.004313000000
AUG-24,"DirtySnatcha Records","Fuck It Up",,"In Orbit Dubz",198342501825,DSR0078A,"Fuck It Up",,QZWDD2257318,"In Orbit Dubz",Spotify,"August 2024",ITA,Streaming,Single,Sale,1,0.004321000000
AUG-24,"DirtySnatcha Records","Half Life",,"Twisted, Chutez & Ladderz, R3mark",198342508084,DSR0067A,"Half Life",,GBRKQ2245644,"Twisted, Chutez & Ladderz, R3mark",iHeartRadio,"June 2024",USA,Streaming,Single,Sale,1,0.004321000000
AUG-24,"DirtySnatcha Records","Game Time",,"Autokorekt, Eazley",198342476338,DSR0006A,"Game Time",,GBWUL2023530,"Autokorekt, Eazley, Rico Act",iHeartRadio,"June 2024",USA,Streaming,Single,Sale,1,0.004321000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",ITA,Streaming,Single,Sale,1,0.004321000000
AUG-24,"DirtySnatcha Records","Round 2",,"Nekz, Meechie Murda",197999919441,DSR121,"Round 2",,QZ5FN2445592,"Nekz, Meechie Murda",Spotify,"August 2024",ITA,Streaming,Single,Sale,1,0.004321000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",MEX,Streaming,Single,Sale,7,0.004352000000
AUG-24,"DirtySnatcha Records",Radioactivity,,"In Orbit Dubz",198342500118,DSR0053A,Radioactivity,,USLZJ2286474,"In Orbit Dubz","YouTube Streaming","August 2024",CAN,Streaming,"Art Track",Sale,1,0.004366000000
AUG-24,"DirtySnatcha Records","Back Seat",,ZURGLIN,198342479735,DSR0099A,"Back Seat",,QZTV32373987,ZURGLIN,"YouTube Streaming","August 2024",CAN,Streaming,"Art Track",Sale,1,0.004366000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","YouTube Streaming","August 2024",CAN,Streaming,"Art Track",Sale,1,0.004366000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Watch Out",,USLZJ2405588,CRiiOZ,"YouTube Streaming","August 2024",CAN,Streaming,"Art Track",Sale,1,0.004366000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",MEX,Streaming,Single,Sale,34,0.004377000000
AUG-24,"DirtySnatcha Records","Riddim Gang",,"Megahurtz, Alienpark",198342478288,DSR0020A,"Riddim Gang",,QZ5FN2074245,"Megahurtz, Alienpark","YouTube Streaming","August 2024",AUS,Streaming,"Art Track",Sale,1,0.004383000000
AUG-24,"DirtySnatcha Records","Out Of Service",,"Autokorekt, ChemDawg",198342492215,DSR0046A,"Out Of Service",,GBWUL2192863,"Autokorekt, ChemDawg, Versace","YouTube Streaming","August 2024",AUS,Streaming,"Art Track",Sale,1,0.004383000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",AUS,Streaming,Single,Sale,1,0.004390000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",TIDAL,"July 2024",PER,Streaming,Single,Sale,1,0.004400000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",NOR,Streaming,Single,Sale,1,0.004402000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",NOR,Streaming,Single,Sale,1,0.004402000000
AUG-24,"DirtySnatcha Records",Scorpion,,Torcha,198342501160,DSR0057A,Scorpion,,GBRKQ2202745,Torcha,Spotify,"August 2024",MEX,Streaming,Single,Sale,6,0.004410000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Let Go",,USLZJ2405592,CRiiOZ,"Pandora (On Demand)","July 2024",USA,Streaming,Single,Sale,1,0.004423000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Trust,,USLZJ2405591,CRiiOZ,"Pandora (On Demand)","July 2024",USA,Streaming,Single,Sale,1,0.004423000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Watch Out",,USLZJ2405588,CRiiOZ,"Pandora (On Demand)","July 2024",USA,Streaming,Single,Sale,1,0.004423000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",SGP,Streaming,Single,Sale,1,0.004430000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",ESP,Streaming,Single,Sale,1,0.004434000000
AUG-24,"DirtySnatcha Records",Assertion,,Aalioura,198342502129,DSR0076A,Assertion,,QZWDD2238845,Aalioura,Spotify,"August 2024",ESP,Streaming,Single,Sale,1,0.004434000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Trust,,USLZJ2405591,CRiiOZ,Spotify,"August 2024",BEL,Streaming,Single,Sale,1,0.004445000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",BEL,Streaming,Single,Sale,1,0.004445000000
AUG-24,"DirtySnatcha Records","Take A Trip","DirtySnatcha Remix","HEXED, Labs",198342492369,DSR0086A,"Take A Trip","DirtySnatcha Remix",QZ5FN2303924,"HEXED, Labs, DirtySnatcha",Spotify,"August 2024",CAN,Streaming,Single,Sale,3,0.004446000000
AUG-24,"DirtySnatcha Records",Radioactivity,,"In Orbit Dubz",198342500118,DSR0053A,Radioactivity,,USLZJ2286474,"In Orbit Dubz",Spotify,"August 2024",CAN,Streaming,Single,Sale,3,0.004446000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Let Go",,USLZJ2405592,CRiiOZ,Spotify,"August 2024",CAN,Streaming,Single,Sale,3,0.004446000000
AUG-24,"DirtySnatcha Records","High On Life",,Autokorekt,198342479759,DSR0098A,"High On Life",,QZTV32368009,"Autokorekt, Ashclappem",Spotify,"August 2024",CAN,Streaming,Single,Sale,1,0.004460000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",CHL,Streaming,Single,Sale,64,0.004472000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Trust,,USLZJ2405591,CRiiOZ,TIDAL,"August 2024",POL,Streaming,Single,Sale,1,0.004474000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,TIDAL,"August 2024",POL,Streaming,Single,Sale,1,0.004474000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",TUR,Streaming,Single,Sale,4,0.004493000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz",Spotify,"August 2024",IRL,Streaming,Single,Sale,1,0.004502000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",IRL,Streaming,Single,Sale,1,0.004502000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz","YouTube Content ID","August 2024",USA,UGC,"Sound Recording",Sale,1,0.004517000000
AUG-24,"DirtySnatcha Records","High On Life",,Autokorekt,198342479759,DSR0098A,"High On Life",,QZTV32368009,"Autokorekt, Ashclappem",Spotify,"August 2024",NLD,Streaming,Single,Sale,1,0.004530000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",NLD,Streaming,Single,Sale,1,0.004530000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",NLD,Streaming,Single,Sale,1,0.004530000000
AUG-24,"DirtySnatcha Records",Rudeboy,,"Seeing Double, Kryture",198342476352,DSR0007A,Rudeboy,,GBWUL2045907,"Seeing Double, Kryture",Spotify,"August 2024",CAN,Streaming,Single,Sale,3,0.004550000000
AUG-24,"DirtySnatcha Records","Take A Trip","DirtySnatcha Remix","HEXED, Labs",198342492369,DSR0086A,"Take A Trip","DirtySnatcha Remix",QZ5FN2303924,"HEXED, Labs, DirtySnatcha",Spotify,"August 2024",NZL,Streaming,Single,Sale,1,0.004557000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",HUN,Streaming,Single,Sale,2,0.004564000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Amazon Ad Supported","August 2024",GBR,Streaming,Single,Sale,3,0.004571000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"YouTube Streaming","August 2024",SGP,Streaming,"Art Track",Sale,1,0.004573000000
AUG-24,"DirtySnatcha Records","Run It Up",,"CHRMNDRS, Future Exit",198342476673,DSR0010A,"Run It Up",,GBWUL2081365,"CHRMNDRS, Future Exit",Spotify,"August 2024",NZL,Streaming,Single,Sale,1,0.004583000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",NZL,Streaming,Single,Sale,1,0.004583000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004594000000
AUG-24,"DirtySnatcha Records","Acting Out",,"Megahurtz, Blue",198342479070,DSR0029A,"Acting Out",,USLZJ2069505,"Megahurtz, Blue, Rico Act",Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004594000000
AUG-24,"DirtySnatcha Records",WDGAF,,CRiiOZ,197999026187,DSR0102,WDGAF,,QZWDE2357423,CRiiOZ,"YouTube Streaming","August 2024",DEU,Streaming,"Art Track",Sale,2,0.004599000000
AUG-24,"DirtySnatcha Records","Spectre Season",,Artifact,198342479643,DSR0101A,"Spectre Season",,QZWDD2336449,Artifact,Spotify,"August 2024",USA,Streaming,Single,Sale,1,0.004604000000
AUG-24,"DirtySnatcha Records","Apple Sowce",,Autokorekt,198342768341,DSR134,"Apple Sowce",,QZTRX2474922,Autokorekt,Spotify,"August 2024",USA,Streaming,Single,Sale,1,0.004604000000
AUG-24,"DirtySnatcha Records","High On Life",,Autokorekt,198342479759,DSR0098A,"High On Life",,QZTV32368009,"Autokorekt, Ashclappem",Spotify,"August 2024",USA,Streaming,Single,Sale,1,0.004604000000
AUG-24,"DirtySnatcha Records",Liquidator,,"Sinister Bass",198342507896,DSR0060A,Liquidator,,GBRKQ2204555,"Sinister Bass",Spotify,"August 2024",MEX,Streaming,Single,Sale,2,0.004605000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",COL,Streaming,Single,Sale,120,0.004610000000
AUG-24,"DirtySnatcha Records","Apple Sowce",,Autokorekt,198342768341,DSR134,"Apple Sowce",,QZTRX2474922,Autokorekt,Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004626000000
AUG-24,"DirtySnatcha Records",WDGAF,,CRiiOZ,197999026187,DSR0102,WDGAF,,QZWDE2357423,CRiiOZ,Spotify,"August 2024",USA,Streaming,Single,Sale,1,0.004630000000
AUG-24,"DirtySnatcha Records",Dimension,,"In Orbit Dubz, Nein Lives",198342496138,DSR0051A,Dimension,,QZ5FN2266737,"In Orbit Dubz, Nein Lives",Spotify,"August 2024",DEU,Streaming,Single,Sale,2,0.004640000000
AUG-24,"DirtySnatcha Records","Run It Up",,"CHRMNDRS, Future Exit",198342476673,DSR0010A,"Run It Up",,GBWUL2081365,"CHRMNDRS, Future Exit",Spotify,"August 2024",DEU,Streaming,Single,Sale,2,0.004640000000
AUG-24,"DirtySnatcha Records","Spectre Season",,Artifact,198342479643,DSR0101A,"Spectre Season",,QZWDD2336449,Artifact,Spotify,"August 2024",DEU,Streaming,Single,Sale,2,0.004640000000
AUG-24,"DirtySnatcha Records",Game,,"Sloth, CHACKK",197999855442,DSR116,Game,,QZ5FN2416543,"Sloth, CHACKK",Spotify,"August 2024",DEU,Streaming,Single,Sale,2,0.004640000000
AUG-24,"DirtySnatcha Records",Shook,,BBX,198342479957,DSR0094A,Shook,,QZTV32366682,BBX,Spotify,"August 2024",DEU,Streaming,Single,Sale,2,0.004640000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy",Spotify,"August 2024",NZL,Streaming,Single,Sale,1,0.004646000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",NZL,Streaming,Single,Sale,1,0.004646000000
AUG-24,"DirtySnatcha Records","Spectre Season",,Artifact,198342479643,DSR0101A,"Spectre Season",,QZWDD2336449,Artifact,Spotify,"August 2024",CZE,Streaming,Single,Sale,1,0.004655000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",PHL,Streaming,Single,Sale,11,0.004656000000
AUG-24,"DirtySnatcha Records","Riddim Gang",,"Megahurtz, Alienpark",198342478288,DSR0020A,"Riddim Gang",,QZ5FN2074245,"Megahurtz, Alienpark","YouTube Content ID","August 2024",TUR,UGC,"Sound Recording",Sale,13,0.004661000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",BRA,Streaming,Single,Sale,3,0.004672000000
AUG-24,"DirtySnatcha Records","Take A Trip","DirtySnatcha Remix","HEXED, Labs",198342492369,DSR0086A,"Take A Trip","DirtySnatcha Remix",QZ5FN2303924,"HEXED, Labs, DirtySnatcha",Spotify,"August 2024",USA,Streaming,Single,Sale,1,0.004681000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",HKG,Streaming,Single,Sale,1,0.004685000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",LUX,Streaming,Single,Sale,1,0.004692000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",POL,Streaming,Single,Sale,2,0.004696000000
AUG-24,"DirtySnatcha Records",Apparition,,CVLVALRI,198342507926,DSR0063A,Apparition,,GBRKQ2204805,CVLVALRI,Spotify,"August 2024",MEX,Streaming,Single,Sale,3,0.004702000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth","Amazon Music Unlimited","August 2024",JPN,Streaming,Single,Sale,1,0.004711000000
AUG-24,"DirtySnatcha Records","Back Rooms",,"In Orbit Dubz",198342498644,DSR0077A,"Back Rooms",,QZWDD2257316,"In Orbit Dubz","Amazon Music Unlimited","August 2024",JPN,Streaming,Single,Sale,1,0.004711000000
AUG-24,"DirtySnatcha Records","Spectre Season",,Artifact,198342479643,DSR0101A,"Spectre Season",,QZWDD2336449,Artifact,Spotify,"August 2024",FRA,Streaming,Single,Sale,2,0.004715000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",FRA,Streaming,Single,Sale,2,0.004715000000
AUG-24,"DirtySnatcha Records","Riddim Gang",,"Megahurtz, Alienpark",198342478288,DSR0020A,"Riddim Gang",,QZ5FN2074245,"Megahurtz, Alienpark","Amazon Music Unlimited","August 2024",DEU,Streaming,Single,Sale,1,0.004717000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",DEU,Streaming,Single,Sale,1,0.004723000000
AUG-24,"DirtySnatcha Records","Keep Moving","Aelius, Voyager, Wilco Beats Remix",DirtySnatcha,198342499863,DSR0083A,"Keep Moving","Aelius, Voyager, Wilco Beats Remix",QZWDD2263373,"DirtySnatcha, Aelius, Voyager, Wilco Beats",Spotify,"August 2024",DEU,Streaming,Single,Sale,1,0.004723000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",USA,Streaming,Single,Sale,3,0.004723000000
AUG-24,"DirtySnatcha Records",Arachnophobia,,Blue,198342475034,DSR0002A,Arachnophobia,,GBWUL1910254,Blue,"Apple Music","August 2024",KOR,Streaming,Single,Sale,1,0.004723000000
AUG-24,"DirtySnatcha Records",Liquidator,,"Sinister Bass",198342507896,DSR0060A,Liquidator,,GBRKQ2204555,"Sinister Bass",Spotify,"August 2024",CAN,Streaming,Single,Sale,1,0.004724000000
AUG-24,"DirtySnatcha Records","Apple Sowce",,Autokorekt,198342768341,DSR134,"Apple Sowce",,QZTRX2474922,Autokorekt,Spotify,"August 2024",AUS,Streaming,Single,Sale,1,0.004744000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",CAN,Streaming,Single,Sale,1,0.004745000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy",Spotify,"August 2024",HUN,Streaming,Single,Sale,2,0.004750000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",HUN,Streaming,Single,Sale,2,0.004750000000
AUG-24,"DirtySnatcha Records",Apparition,,CVLVALRI,198342507926,DSR0063A,Apparition,,GBRKQ2204805,CVLVALRI,Spotify,"August 2024",HUN,Streaming,Single,Sale,2,0.004750000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,Spotify,"August 2024",AUT,Streaming,Single,Sale,1,0.004753000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",GTM,Streaming,Single,Sale,1,0.004759000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",MEX,Streaming,Single,Sale,2,0.004764000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",CAN,Streaming,Single,Sale,2,0.004774000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",ITA,Streaming,Single,Sale,15,0.004780000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,"Apple Music","August 2024",CRI,Streaming,Single,Sale,1,0.004797000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy",Spotify,"August 2024",GBR,Streaming,Single,Sale,4,0.004803000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",GBR,Streaming,Single,Sale,4,0.004803000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy",Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004809000000
AUG-24,"DirtySnatcha Records",Rudeboy,,"Seeing Double, Kryture",198342476352,DSR0007A,Rudeboy,,GBWUL2045907,"Seeing Double, Kryture",Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004809000000
AUG-24,"DirtySnatcha Records",Riptide,,"David Vance, Blue",198342508046,DSR0064A,Riptide,,GBRKQ2211179,"David Vance, Blue",Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004809000000
AUG-24,"DirtySnatcha Records","Need U","Dobadlyy Remix","DirtySnatcha, Autokorekt",198342491317,DSR0033A,"Need U","Dobadlyy Remix",QZ5FN2114150,"DirtySnatcha, Autokorekt, Dobadlyy",Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004809000000
AUG-24,"DirtySnatcha Records","Giving Up VIP",,"CHRMNDRS, SEEING\\DOUBLE",198342492154,DSR0044A,"Giving Up VIP",,GBWUL2158623,"CHRMNDRS, SEEING\\DOUBLE",Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004809000000
AUG-24,"DirtySnatcha Records",PTSD,,SHOCKZ,198342479049,DSR0028A,PTSD,,USLZJ2069504,SHOCKZ,Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004809000000
AUG-24,"DirtySnatcha Records","BIG UPS",,"RAZR, VASTIVE",198342478684,DSR0024A,"BIG UPS",,USLZJ2023938,"RAZR, VASTIVE",Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004809000000
AUG-24,"DirtySnatcha Records","Riddim Gang",,"Megahurtz, Alienpark",198342478288,DSR0020A,"Riddim Gang",,QZ5FN2074245,"Megahurtz, Alienpark","YouTube Streaming","August 2024",TUR,Streaming,"Art Track",Sale,12,0.004811000000
